kw,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
medicine in literature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003388786198398029,0.0003360117879545282,0,0,0,0,0.00018912529550827424,6.282196255811031e-05,8.48824378236143e-05,9.952229299363058e-05,0,8.069071249899137e-05,0.0006799491898829647,0,0.0002927400468384075,0.000238004569687738,0,0.0004291845493562232,0.00021253985122210415,0,0.0004272576461026309,0,0.00014486455164421265,0,0,0,0.00015571473061351605,0.00011590843233845265,0.00020987952022434779,0.000307047405449424,0.0001951403751731084,0.00015325670498084293,6.0331825037707385e-05,6.485925541574785e-05,0,0.00038510440608342713,0.00026758409785932716,0.00011022927689594356,0.00015232974910394265,0.0002367144040714878,0.00025788349855069474,8.86053517632465e-05,0.0003058727569331158,0.00029758562605277934,0.00025244665767541584,0.00014859724203518783,0,0.00014188476656121178,0,0,0.00015573724901273708,4.418522446094026e-05,0.0001023541453428864,0
meniere disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001687906152417925,0,0,0,0,0,0,0,0,0,0,0,0.0001573843392536634,0,0,0.00011544011544011544,0,4.018969536210915e-05,3.404255319148937e-05,0,0.00012955028300296842,4.4232130219391374e-05,0.00014229691876750701,2.5041945258307666e-05,8.19816361135106e-05,0.00023651844843897824,0.00020799950696413164,0.00011612272338344947,0.0001435235019734482,0.00013233190271816882,9.10885076666161e-05,6.397134083930399e-05,0.00023885167815080203,0.00010892333472978633,0.00017655367231638418,0,0,0,0.00021341259954620281,0.0001751505199781062,0.00021472780093469745,0,7.501363884342608e-05,7.662835249042147e-05,0,0,3.249707526322632e-05,7.284382284382284e-05,0.00013437123528866647,0.0001503126503126503,0,0.00010791391950317822,2.7389006052970338e-05,0,0,0,0,0,0,7.285974499089253e-05,0,0,0,0,0,0
meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008528784648187634,0.0020581113801452786,0.0006230529595015577,0.0011059907834101382,0.0008347463153775922,0.0006139543042582116,0.0006236054694204473,0.00010718113612004287,0.0007579664619375812,0.0002712308267863823,0,0,0,0,0.0001429388221841052,0.00039732039732039734,0.0006066147851512644,0.0008862017921293151,0.00010508617065994118,0.0003283141978794153,3.9781994669212695e-05,0.00017117357072379564,0.00014601585314977055,0.00019220815290805574,0.0002568742526089101,0.00019545280398448352,3.4782608695652184e-05,0.00025074104274411854,0.00018366015882572174,0.00021258503401360546,0.0003836717536951728,0.00030714968584751777,0.0009605554115780167,0.00024977452260993967,0.00013488105942941224,0.00047121785009409295,0.0003409401585693379,0.00011905657066947388,0.0002910441765258893,0.0003596562408236742,0.0010598578886793829,0.00028676771141787296,0.0003328158452812192,0.0002795885444316868,0.0003345688944066226,0.00012072386026615587,4.546281142025823e-05,9.234888728475271e-05,3.267973856209151e-05,8.47303508249843e-05,7.582650894752806e-05,0,0,0,0,0,9.144684586764766e-05,0.00022840662792815902,0.0001252832858797821,9.242582235282964e-05,0,0.0001723728007608179,0,4.371584699453552e-05,0,3.5318217136398945e-05,3.0127741624487826e-05,0,0.00017059024223814396,0.0001095290251916758
meningoencephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012992831541218637,0,0,0,0.000935399006138556,0,0.000411522633744856,0.00012939958592132506,0,0.0006897993311036789,0.00014602803738317756,0.00019654088050314464,0.000378000378000378,4.8642864091837714e-05,0.0004885844730856032,0.00028022978842650974,0,0.0001542317331791016,0.00010113093277393481,0,4.8861526434085796e-05,9.007276004984179e-05,8.432430736406137e-05,6.713286713286715e-05,3.4581733928139176e-05,7.391201513718069e-05,4.7303689687795655e-05,6.888001102080176e-05,0.00020141828890919694,5.125839356194575e-05,7.664009809932556e-05,0,0.00016048950421088546,0,8.145975887911373e-05,0,6.0650169820475496e-05,0.00020968655780165523,0.00012393065548694124,4.819741661846926e-05,8.210180623973726e-05,0,4.947311136397368e-05,0,0,0,0,0,6.724045185583647e-05,0.00011130599028602266,0,0,0,3.6103689797097266e-05,0,0,2.3546032493524836e-05,0,0,4.5224312590448635e-05,6.979841116774579e-05,7.88658167715118e-05,0,1.8699977560026927e-05,2.6511134676564166e-05,1.8277525954086854e-05,2.8823427682019945e-05
mercury,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04166666666666667,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714285714287,0.010416666666666668,0.013480392156862746,0,0,0,0,0,0,0.0071428571428571435,0,0,0,0,0.002380952380952381,0,0,0,0,0.0029411764705882353,0,0,0,0,0,0,0.0033333333333333335,0,0,0,0,0.0010526315789473686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009920634920634922,0.0009426623026191293,0,0.0006053268765133171,0,0.0006875203649397198,0.0006865444455114469,0.0005365808549600157,0.0005551961499098063,0.0003445107946715664,0,0.00020576131687242798,0.00027605244996549346,0.00060790273556231,0,0,0,0.0004158004158004158,0.0003223426095723773,0.00031575947375716206,0.00014011489421325487,4.84848484848485e-05,0.00025808569041651754,5.8944886531093426e-05,5.673758865248227e-05,9.026524093875849e-05,0.00017254350587683922,0.0001925721571422208,0.00023683611074915424,0.00010233049448735726,0.00010269879998008268,0.0003027519366064597,0,8.462384700008463e-05,0,0.00011504947127264724,0.0001948281969535955,0,0.00011642029614806146,4.654843364520784e-05,0,0,0,0,0,6.157635467980295e-05,8.03793907242183e-05,0,0,0,0.00011360099595393712,0.0001853121583307081,5.0551005965018685e-05,0,0,0,0.00012544802867383513,8.28500414250207e-05,5.673436968115284e-05,0.00016708437761069338,0,0.00011354420113544201,0,9.944584659277954e-05,5.566069241901369e-05,5.46448087431694e-05,0.00010225604836749968,2.0812520812520813e-05,0,6.906261974567134e-05,0.00011372682815876267,0
metabolism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008116883116883117,0.00030581039755351685,0,0.0005649717514124294,0,0,0,0.0003215951117543014,0,0.0005359056806002144,0.0005415162454873646,0.0017463260153318633,0.0017902789641920077,0.00021276595744680854,0.0007505175983436854,0.0005841121495327102,0.0002774694783573807,0.000189000189000189,0.00014503057016920234,0.00019395381358571544,0.0005398657668518955,0.00225012025012025,0.0011260821640153426,0.0004870530748245248,0.001050813965776294,0.000674748343530905,0.0006804301682064415,0.0004934774620284175,0.0011625532442165304,0.0001631074295434157,0.0004607855668188742,0.0005346667752906267,0.0015083770206721027,0.0004387343496254388,0.0009964239299687714,0.000772649244924986,0.0005183727214420469,0.0010824183026208933,0.0014116692156205834,0.0016750347333089769,0.0009106738626512638,0.0014370298175448003,0.0018849553248087752,0.0011419566032369176,0.0009719377001765667,0.000684723049255069,0.00030616410294218444,0.0008160332716311543,0.0004845805316310679,0.001081464119222122,0.00023863500775563777,0.000971987381781757,0.00037964692339482824,0.00030610426963066255,0.0005211231133471442,0.0018226596010970633,0.000693832550994192,0.0006426224296618015,0.0011101699657143937,0.0020964132836570524,0.0005879135232124389,0.0011002622681454796,0.0015063850869664424,0.0024437150462471432,0.0010568207975657443,0.0018503947558380074,0.001569106796323303,0.001231202136304398,0.0008090620305323691,0.0004903879506212487,0.0018038485315602505,0.00038595942210400036
microbiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003259452411994786,0,0,0,0,0.0005384238864415077,0,0,0,0,0,0,0,0,0,0,0,0.0004448500711760114,0.0009835614653301505,0.0014288186658512603,0.0020148770412762263,0.0049190780464215935,0.0020298517432008538,0.001582473280047079,0.003037558491373986,0.0012148158246981778,0.0017911311858419907,0.0030959248307480722,0.0016051340828515555,0.00211484287190591,0.0018465607726507504,0.00290284669934809,0.003496122546169716,0.00290662860521318,0.00277402420625237,0.003749823314370737,0.00245930839619455,0.0027509641373094874,0.0022198553759624853,0.0030870611834998576,0.002439761557287379,0.0024905573035766946,0.003247621723292391,0.004683691754034076,0.004993429167758459,0.005103338035054263,0.005080571669933724,0.004302900583905863,0.004008099189283074,0.004421933848290516,0.0027936701869810004,0.005428929492518314,0.0044134339045635565,0.004552672514589686,0.0032153327428305423,0.004190214572815079,0.004860886528418329,0.006718781332049715,0.008243716975457853,0.005794021203664536,0.008146194267061172,0.00783344056564357,0.005456155088773199,0.006440058082513893,0.006988122047523117,0.009949247905153327,0.007539150968359642,0.006491981664410329,0.0008075398494726393
"microscopy, electron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80204207376111e-05,4.397827473228225e-05,8.406893652795292e-05,0.0004983164983164984,0.00019529342837613513,8.841732979664014e-05,0.0006262409541508415,0.00047964419274474594,0.0003758749739182142,0.0005604167408558962,0.00014502210433244914,0.00020782422422817147,0.00028463606801006595,9.484449060209653e-05,6.505334374186833e-05,6.875687568756875e-05,0.00020500121415083743,0.00011958702613640895,0.0004923112873040984,0.0002796526631495624,0.0003505352187128321,6.10948191593353e-05,0.00011816402643920092,0.00020038185977050606,0.0002928572132724382,0.00019288255013727941,0.00025870392003115114,0.00010486953402050477,0,0.00013124117042387465,0.00022514916131937407,4.257130693912303e-05,4.357298474945534e-05,0,6.637333674452056e-05,4.3706293706293706e-05,9.683995922528034e-05,8.01667468334135e-05,4.032258064516129e-05,0,2.647603918453799e-05,3.987240829346093e-05,0,0,2.269426289034132e-05,4.457917261055635e-05,0,0,8.10845481896362e-05,0,0,0,4.2216777119540705e-05,0
military personnel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016659385466724916,0.00035536602700781805,0,0.0015353805073431241,0.0012149141181399246,0.0010760401721664275,0,0.0004195510803440319,0.0007786394300485468,0.0009025270758122744,0.0011522633744855968,0,0.0003546099290780142,0,0,0.00039308176100628933,0.000378000378000378,0,0.00010487127051544231,0.00033777697712123936,0,0,0.00013602666122560024,0.0004078014184397163,0,0,0,0,0,0,4.300335426163242e-05,0,0,0.0001435235019734482,0.00011921793037672866,0,0,0,0,0.0002877170956267002,6.823144104803493e-05,7.20876585928489e-05,3.472342789680199e-05,3.3738191632928474e-05,0.00010946907498631636,0.0001360266612256002,0.0003597914098904637,5.2795522939654726e-05,7.454794473050052e-05,0,6.745362563237772e-05,7.582650894752804e-05,0.0001729453342356568,0.0002708606378331149,8.168569572078345e-05,0.0005291227464901689,5.178127589063794e-05,9.455728280192143e-05,0,3.546350805021634e-05,0,0.00024243615574884926,0,0.00016576822931076875,4.68384074941452e-05,5.885477024919392e-05,0.00016381251771621102,0.00011378561844301286,0.00016476490261656504,0.00010154181085603804,0
morbidity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014064697609001402,0,0,0,0.0015636105188343995,0,0,0,0.0004782400765184122,0,0,0.00040192926045016077,0.0004512635379061372,0.0009876543209876543,0.002316868776496106,0.0017107242639157535,0.0006793478260869565,0.0007231864708500223,0.0005896226415094339,0.0010128471666933205,0.00047593092879599357,0.0007385813592959028,0.00031525851197982345,0,0.00042122112002695815,0,4.600345025876944e-05,0,7.215007215007215e-05,3.062224399804019e-05,5.714285714285714e-05,8.069071249899137e-05,8.027292795504717e-05,0,0,8.462384700008463e-05,0,0,0,0.00010235414534288638,2.2514916131937417e-05,2.5064541193573448e-05,0,0,0,0,0.00010654165778819515,0,0.00019157293849558218,0.00010513036164844407,6.819421713038736e-05,0.00012087989317590838,2.0110608345902474e-05,6.740076228940566e-05,0,0.00010697344613428532,0.0001836629147071673,0.00017469950943340296,8.064516129032258e-05,0.00024394734419589433,6.109855196431844e-05,6.645401382243487e-05,0.00012548625925461163,0,8.810713828014867e-05,0.00015676192566349486,3.146039136726862e-05,0,0.0001230192437405732,0,7.30658271079749e-05,0,6.071901636806206e-05,0
mortality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013888888888888892,0,0,0,0,0,0,0,0,0,0,0,0,0.000825082508250825,0,0,0,0,0,0,0,0,0.0014064697609001402,0,0,0.0025758645024700068,0.00014214641080312722,0.001059322033898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001233656619904227,0.0002486259710408372,7.642630593450263e-05,0.0003884711779448621,0.00017390414812541561,0.00016209843796050698,0.0006572793799499596,0.0006706244503078279,0.0002736914501620384,0.0006255686988171067,0.0010008971552075,0.00019584563979033415,0.00040184704919804255,0.00041274788060919725,0.0003832233340430062,0.0004059929802504059,8.837654062404447e-05,0.0003864215960689184,0.0004027292815815664,0.0003821350586420888,0.0002124845209951593,0.00028980875755069303,6.984540882845969e-05,0.0005458515283842794,0.00013569441617477442,0.00021592598287969658,0.0008161120256261955,0.00023457658925639215,0.0002789818835143029,0.0003282069766510473,0.00038127726521112993,0.0003158678945127827,0.0001177812555521534,0.0001798234716767019,0.00017331773473720698,0.0002724358974358975,0.0003056283675549731,0.00048715207445366174,0.00023102695963846036,0.0006566831650626991,0.0002604475528831928,0,0.00022475775935334468,0.00023073540409306834,0.00029026115146837955,0.000211628599645718,0.00044911616531197494,0.0001932194251585031,0,0.0003639859234264829,0.0001976247628502846,0.00045332892628756897,4.652461151949382e-05,0.0002777910059209169
mouth diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011491057362616997,0,0.001209125149803116,0,0,0,0.0003215951117543014,0.00032631750693424703,0,0,0.000411522633744856,0,0,0,0,0,0,0,0,7.642630593450267e-05,0,0.00043561284162787925,0.0001473622163277336,0.00046414499605988967,0.00017759285569311954,4.2441218911807155e-05,0.0005326494798083803,0.00020987012987012986,0.00010411704838579528,6.898454746136867e-05,0.0003226161693522148,0.00019028103044496487,0.00024446889133357777,0.0001340604139312428,0.00015328019619865113,0.00020241890592581348,0.0005988055501873311,0.0003309581532360005,0.0005840417863878275,0.0006931131224916536,0.00034001649384184833,0.00011534025374855825,0.00017096181852719556,0,0,0,0,0.0001412594497700881,0,0.00025268336687021814,0.00021398640707241044,0.00021709320670943537,0.00014727120705381575,7.64525993883792e-05,0.00020496881880324144,0,9.134748157117669e-05,4.9642573471008734e-05,0.00029848462511001216,3.8840985007379793e-05,0.0002429893846959037,0,0.00010189525168127165,0.00017074161525376395,5.4644808743169406e-05,0.0001680680202612713,3.4279446044151926e-05,0.00013943210119999705,0.00014346440645486246,7.135264939768521e-05,6.845564074479737e-05
mouth mucosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038767202946307427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011086812513685286,0.00010558310670292752,6.76544212164265e-05,0,6.462486558027961e-05,0.00024342245989304812,0.00014524328249818446,0.00016556291390728477,0,0,0.00024446889133357777,8.280202036929701e-05,0.00011921793037672866,7.590708972218005e-05,9.304922303898763e-05,5.0658561296859166e-05,4.887585532746821e-05,0,9.097525473071325e-05,0,6.331919204710948e-05,0,0,4.653543673507375e-05,0,9.011378692229758e-05,5.473453749315818e-05,4.61361014994233e-05,0.0001370151770657673,6.066120715802245e-05,0.00010969422734128616,0.000218435998252512,0.0001069872393401805,4.032258064516129e-05,6.373080109616979e-05,8.825346394845998e-05,0.00014477481582744742,0.0001542215581175374,0.0001651025373653111,9.077705156136529e-05,7.949722422192093e-05,0.0001013024602026049,3.8572806171648985e-05,8.969053672054285e-05,4.856254856254857e-05,3.389370932754881e-05,0.0001325556733828208,5.441905917551651e-05,3.0424729219909936e-05
multiple sclerosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534045393858478,0,0.00022072618916234415,0,0,0.0002296738631143776,0,0,0.00018821757952192734,0,0,0,0,0,0,0.0007522757310155172,0.0002311895754518706,0.00022888222888222887,0.00015922681593068743,0.00022905893595548768,0.00028078929831120076,0.000255696409008449,0.00017385236923052048,0.00011047837061066863,0.0002565934065934066,0.00023656668584586769,0.00014686529221979164,0.00026439383700500066,6.888001102080176e-05,0.0002251355053974026,0.00021390521928735059,0.00024932097613568035,0.00022744013179719873,0.00014769523604302469,0.00010976021614319485,9.680724968242503e-05,0.0002325375165189057,0.00019719080854452035,0.00023181456435872756,0.0001569788302834589,0,0.0001231527093596059,0.00012695821714389354,9.37385267948975e-05,4.09165302782324e-05,3.831417624521073e-05,6.5359477124183e-05,0.0001522390856286303,0,3.121878121878123e-05,0,0.0001069872393401805,6.720430107526883e-05,9.234060344584353e-05,3.971405877680698e-05,6.13421666053245e-05,3.707548568886253e-05,0,0,3.396508389375723e-05,0,5.2657724788872326e-05,0,0,0,4.078636104086794e-05,2.6935301406022725e-05,0
music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016923337282112033,0,0,0,0,0,0,0,0,0,0,0,0.0001346801346801347,0,0,0,0.00017112588895919643,0.00014448097154864074,5.686988171064604e-05,0,5.187260089220873e-05,0,0,0,0.00013751375137513748,0,0.00011921793037672866,0,0,0,0,0,0.00018195050946142647,9.611687812379853e-05,0.00017250420910270209,0.00011246063877642825,9.852216748768474e-05,0,0.0002823081040070107,0,0,9.80392156862745e-05,0.0001766642576086084,0.00018198362147406734,0.00013448090371167296,8.340283569641368e-05,0.0002233403649525654,0,0,4.9642573471008734e-05,3.4671659385618204e-05,0,7.299270072992701e-05,6.601967386281112e-05,5.48666739822232e-05,0,0.00034476270541844314,6.12369871402327e-05,7.77000777000777e-05,3.189996172004593e-05,3.7873049537948804e-05,5.686341407938133e-05,0
mycoses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004738978570754272,0,0.0005796849412344391,0,0,0,0,0,0,0,0,0,0,0.00015400015400015405,0.0001809646739363457,0.00013965587504496127,0.0002547543531150088,0.00022605279851656661,9.357810109689808e-05,9.960054937566183e-05,9.374036386062289e-05,7.662375736254367e-05,0.0002227067062869805,0.00011931035124967406,9.153439153439157e-05,0.00015259190095791403,8.790803113316297e-05,5.2559655208661824e-05,0.0002629298882226282,8.576569800908128e-05,0.0001541169033095836,0,4.250797024442084e-05,0.0002331352432594033,0.0002036346690767201,4.654843364520784e-05,6.865976145637161e-05,0.0001774299999095898,0.00011534025374855823,0,9.075770848624036e-05,0,6.315523556902865e-05,0,0.00019159327669965968,0.00042862166800197797,0,0.00012615616536358528,3.9561656842188567e-05,0,0,5.511463844797178e-05,0,0.00012300324132618205,0,0,0,0,0,2.971944840703757e-05,2.8943560057887122e-05,0,2.662477701749248e-05,3.067108330266226e-05,0,0,3.315547027825997e-05,0
