kw,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
chronic disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040774719673802244,0.00047382136934375743,0.0009584342211460856,0.0012504629327059235,0.0017573555476781285,0.00028694404591104734,0.0002067397146991937,0.00017275632720048368,0,0.0007280890695628431,0.000462962962962963,0,0,0,0,0,0.000378000378000378,0.00011841786333468409,9.7380465478625e-05,0.00018100967195013783,0.00021978021978021975,0.0001809648344463644,0.00029384114264750875,0.00031858987026630795,0.00033548784636922084,0.0005235354467935776,0.0003300176468966278,0.00019422845353879835,0.00020314551904965849,0.0001364518394800386,0.00027643252920118636,0.0003827623945753165,0.0003103300648999492,8.970218873340509e-05,0.00046928512593748635,0.0002601364948910377,0.00032148705383096385,0.0001585031175590804,0.000139201360754996,0.0001841389412010881,0.0003547959686148164,7.208765859284889e-05,0.00020592267157200987,0.00022329797692979405,0.00022756478903405443,0.0003635987256676912,0.00017212519995382509,0.00023928599779992967,3.6489691662105454e-05,8.636788048552754e-05,0.00010151883456377921,0.00010139087482126609,8.971291866028708e-05,9.938837920489297e-05,8.86156931908566e-05,0.00013787549069807137,0.00014435992066480884,4.672242209036116e-05,0.00017487898374324965,0.0002842851497547986,0.000144264729854558,0.00015239017417666658,2.9719448407037573e-05,8.778837149910617e-05,7.694430645250317e-05,0.00012061830800348863,5.440397289927071e-05,1.6433313613357e-05,0.00020270493284382774,3.655505190817371e-05,0
communicable disease control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023623645598059447,0.003890497693036329,0.005902931312767378,0.00010540184453227933,0.0003580379520229144,0.00030407706569625614,0.00016319100173918703,8.795074758135444e-05,3.607503607503608e-05,0.00023000707714083507,4.705882352941177e-05,0.0001043752333742014,0.0002207505518763797,0.00011168926731840639,0.00033053889904007,0.0001846338480001846,5.125839356194578e-05,0.0004504773186924159,0,0,0,5.283876251618188e-05,0,0.00036644578129294296,0.00012141079341953499,0.0002870470039468963,0.0007284096528947788,0,0.0002656935432391001,0.00021715578535446938,0.0001363884342607747,3.831417624521072e-05,0.00026937828758990656,0.0001771879658821517,7.68558280735126e-05,0.0003839847021665203,0.00018551231155937976,0.00019199354948147218,0.00012733446519524615,0.0004661425291085605,0.00042288584035068174,0.0001485928259383637,0.0003073734313538555,0.00011354420113544204,0.00015528377456482033,0.0002452819410736672,0,0.0002050250282190243,0.00011145266890263187,0.000204479350059647,4.949557552594429e-05,0.00017674089784376103,9.394255275326363e-05,0
communicable diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045871559633027525,0.00047382136934375743,0.0005296610169491525,0.0003398470688190314,0.0022142642303932627,0.0011274872107009844,0.001433395355247743,0.0003671071953010279,0.0009526245458721342,0,0.00030864197530864197,0,0.0015117110674056854,0,0.0019647408666100255,0.0005717552887364208,0.000693000693000693,0.0006757924951483703,0.0008415082403690139,0.0006870987150639995,0.000329004329004329,7.672241829062451e-05,0,6.079027355623101e-05,0,0.0002336080767453317,0.0001264518546272012,2.580645161290322e-05,2.5936300446104356e-05,0.0002021396557820399,0.00019685220308515985,6.16294835449279e-05,0.00023962166331575687,5.125839356194578e-05,0.0003599215729990787,7.590708972218007e-05,0.00014270529879537044,8.502136161710629e-05,0.00015665338245983405,0,3.0325084910237758e-05,0.00020406352586283387,0.0001956924064736653,0.00023077132630908376,3.397316120264991e-05,0.00016366950612378505,0.00017872161480235493,0.00021283490751905222,0.00016062619172828774,0.00018984678891799633,0.00026167509342359303,0.00018413484919765606,0.0003819137013116946,0.0003593760057300076,0.0002785052167768217,0.0003601731439604704,0.0002820715915895993,0.00022973121662557726,0.0002666204039201751,0.00019600218746159643,0.00016759834485841773,0.0003111953003020541,0.00030183251920056484,0.00019914869707773547,0.00018111038867054302,0.0002592495748586645,0.00018343863738600578,7.794408212363409e-05,0.0002582264471056445,0.00021956519213223183,7.562219299119051e-05
complement fixation tests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005252100840336133,0.0011491057362616997,0,0.0019589050309389293,0.0007676902536715621,0.0009216589861751152,0.0005237867504725468,0.00044793604851491974,0,0.0004932768196433792,0.0010744369950146124,0.0015277777777777776,0.0043708304577869785,0.004454576156703817,0.0030820628646715605,0.0036993769470404984,0.0012935963407661522,0.002736744842008,0.001756821157169097,0.0017442307066914864,0.004081324472986813,0.0020224102496829775,0.0028813206002419644,0.00310099717667308,0.002149596162249851,0.0016544330688945442,0.001159961299212687,0.0011248832807181446,0.0009120347365053249,0.0007255088400841582,0.0009535458562776444,0.00047858690242796203,0.0012595804113230758,0.0006597805690214932,0.0004981343469914356,0.00039141277736459473,0.0003037548707049238,0.00022883963201673,6.754474839581223e-05,0.0001585749972846747,0.0001726302573760201,0,6.407791874919902e-05,8.280202036929703e-05,0,4.283572499464553e-05,4.210349037935244e-05,0,0,4.257130693912302e-05,0.00015126050420168066,0,4.789042670370194e-05,0,0,0,0,0,0,0,0,0,0,4.195686833934716e-05,0,0,0,0,0,0,0,0
complement system proteins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021234626739213896,0,0,0.0015568906690402017,0.0009777856552050102,0.002174853681309922,0.0013083073864549985,0.0029030603920471767,0.002567475397057391,0.004792119232552445,0.0006944444444444445,0.0028264006524876093,0.0014775413711583924,0.0019692264257481647,0.002111790079079799,0.002832230662419342,0.0006168467706929246,0.0004769653568174826,0.00018596569262953864,0.0006059969174723273,0.0009367484367484368,0.0005948312339289784,0.00019648295510364477,0.0001987997817785052,0.0001809243234045345,0.00015267762319561096,5.686988171064605e-05,7.272727272727277e-05,0.00012732872737089476,0.0002529206888560424,0.00021832472163597991,5.5760008921601435e-05,0.0002566923359002567,0.00019039729275276672,0.00019253559350887014,0.00023117790780606277,0,0.00028409020098943064,0.0002822267338396371,0.0002604013659926382,0.0003236119775421085,0,0.00010558248051874477,0,7.578628268283441e-05,4.2103490379352454e-05,0,0,2.0710365537951738e-05,0,0,0,0,8.056295419420606e-05,0,0,0,0,0,0,0,0,0,0,0,6.123698714023271e-05,0,0,0,3.6555051908173714e-05,0
complications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023809523809523816,0,0,0,0,0,0,0,0,0,0,0,0.002739448051948052,0.008114209949072335,0.012376630713517708,0.013479728839898333,0.009120927328733817,0.0004608294930875576,0.003754556037449108,0.009488634054480657,0.020975995124260963,0.01575431187165033,0.022786894625395373,0.024854755651539273,0.0151896674597288,0.015847217029945442,0.019503042868611927,0.019564268804923016,0.012930909835664788,0.006266198573890882,0,0,0.010832246609012351,0.02629499071227863,0.024295459462066772,0.015676830212590163,0.019066088586650945,0.020941652832438828,0.016854104934980508,0.014876296468583176,0.017585885442750786,0.011362363725640685,0.017013239608036686,0.01637036556695578,0.02210938655369453,0.018261955515000122,0.014501763527574105,0.013883767402866594,0.011109642693457605,0.015795514479265974,0.01706401203647713,0.013560967642529198,0.011041128709547614,0.013916350699717178,0.0183018219161762,0.02437428806426704,0.031181781663270246,0.02706446668639526,0.022591399515513248,0.02205946522349851,0.01997670698537792,0.016647313362941382,0.011614480658113447,0.01477584062977048,0.012882956862968893,0.011205773834912907,0.014454468274438062,0.014208730424819632,0.01169904695667631,0.011425536801037984,0.013047817392284874,0.010023094124391962,0.01732834193689516,0.013080764401326946,0.01111347932385641,0.013647380870647064,0.017303434494692394,0.0134138273223876,0.01355651380716721,0.00987949725566046,0.010969338758550901,0.010575987974068805,0.00918872942466864,0.0013821331904428473
condylomata acuminata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024464831804281347,0,0,0,0.00035842293906810036,0,0,0,0,0,0,0,0,0,0,0,0,7.393715341959336e-05,4.7011259196577586e-05,0,0,0,0,0,0,7.043221328935614e-05,0.00013319198875587034,0.00016666666666666666,8.555997963255118e-05,9.621654273252314e-05,9.197939661515822e-05,0.00011430801828928292,0.0001547860100019664,0.00012069021756858142,5.3648068669527894e-05,6.641870350690755e-05,0.0002319836241411789,0.00020828124931468396,0.00041900417082677807,6.277463904582549e-05,0.00012173970627251058,0,0.00010439478861215247,0.0002692294607036212,0.0002496641289744738,0.0002506439088148233,0.00029594112968022937,0.00016765074048216436,0.00015345318793594655,0.00019652314153592923,4.015096763832009e-05,5.0551005965018706e-05,0.00013798719041685793,0.00022533202499985163,8.183688739244293e-05,0.00010554291842964394,3.76591097386458e-05,9.487247374459448e-05,0.00014067537990982966,0.0001266420537477462,9.124087591240875e-05,3.458173392813916e-05,4.457917261055635e-05,0.00016774604754514523,0.00010275736448715532,3.061849357011636e-05,0.0001309132237985993,0.0002070054731105026,4.93497312161151e-05,0.0001628178258046049,0.0001095290251916758
counseling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002481389578163772,0,0,0,0.00026795284030010723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.636363636363635e-05,0,0,6.75766995539938e-05,0,0,0,0,0,0,0,0,0,0,0,0.0001719486111305272,0.0001682223721697406,0.00020525451559934318,3.8442317302887025e-05,0.00021814893605325502,9.011378692229756e-05,9.692574347746763e-05,0.00022475305911838424,0.00026609148828046726,4.3329433684301746e-05,0.00032089122998213914,7.64525993883792e-05,0.00012025012025012024,3.8402457757296474e-05,8.18753350553146e-05,0.00014411374579454726,5.939613925094868e-05,0.00035586015398413447,0.00012887355953049385,2.9048656499636887e-05,0.00023979475881556224,0.0001852282825755522,0.00014276766236851767,0,0.0001052740183174966,0.0002044727472713046,0.00030822111211363827,0.0001276495122452134,0
cross reactions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019260400616332818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.816632583503747e-05,0,0,0,0,0,0.0001870161500768361,0.00011726253962278807,9.253947740516561e-05,0.0001844370122630992,2.2006557954270377e-05,0.00019634063508235694,3.6387453605996646e-05,0.00018865469685141814,0,7.688759034291864e-05,0,7.590708972218006e-05,0.00017081178800728447,0.00016403724610411537,0.0003320843265279135,0.00016231414536499282,0.00045787080110663603,0.0005146162039259835,0.00042178050366839824,0.00034825389895049334,0.00021441534871661914,0.00015278954270996713,0.0002917222182051747,0.0002213593263640641,0.00023612932991577004,0.00011177417827034197,0.0001238846095507141,3.791325447376403e-05,2.9137529137529124e-05,8.651215193948175e-05,4.008337341670675e-05,8.303308023407649e-05,3.0685200527785446e-05,6.486629600211809e-05,0,0.00011240915177135773,2.1468441391155e-05,2.9048656499636893e-05,2.9719448407037563e-05,0,0,9.81361973401165e-05,0,2.3578232575686127e-05,2.2092612230470142e-05,1.5052080197483297e-05,0
cytology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023377337733773373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025220680958385876,0.0009966329966329967,0.00033757864047874794,0.0001584143825523136,0.0010334129783441423,0.00032480056782237027,0.00015940849274182606,0.00013829588670353005,0.00016820512820512823,5.962367918644683e-05,0.00012896699051500376,0.0002367232263164146,0.00029645738076651426,0.0004147410613440848,0.0003008985500207622,6.502796202367021e-05,0.00010626992561105203,0.0001140789236019786,8.50213616171063e-05,0.00019007277071793203,6.865976145637161e-05,0.0002099573037621411,0.00026787460770341854,0.00016295897619901927,0.0005134943660407116,0.00032510182756488175,8.186789795985198e-05,9.417131788872747e-05,0,0.00014250184849095923,3.921568627450981e-05,8.082678452681432e-05,8.288727698717641e-05,0.0001681011296395912,0.00010333702994253453,0,0,0.00022789662391982192,7.777336510458036e-05,0.00012302775834444906,5.097879282218597e-05,5.79647917561185e-05,5.586280096084019e-05,0.00017702363373960336,0,7.170430739745408e-05,2.55154113084303e-05,0.00017231986541449456,0.0001413686337764429,1.606735434943283e-05,9.777733396576542e-05,6.442883834804458e-05
cytomegalovirus infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.596344538802757e-05,0,0.00013190730837789666,0.00024197070383966197,0,3.868471953578336e-05,0,8.016674683341349e-05,0.0001474714741560199,0.0002919476276671228,0.00041191328282674556,0.00025431437766542444,0.00022170618197108266,0.00015359347912041117,4.231192350004231e-05,0.00020443126676067988,0.0004013337100323086,0.00030104700667931284,0.0003379597087249125,0.0004449569729085792,0.00038914165013871757,0.00016390972241954766,0.0004179130421660876,0.00020184544405997697,0.00011407778349791733,0.00022631294272568517,0.00018005890056706756,0.0003158464227465331,0.00021212652405551012,0.00021375162176163435,0.0002916636919635421,0.00020237346955807932,0.0001666299843498743,0.00029153475221046533,0.0001582567759038347,0.00012668451779992103,0.000164919691998258,0.00018277834668789357,0.00015920204038533396,0.00010569784993931141,0.00017115615426173771,6.07526579287844e-05,0.00014917020487516068,0,4.019201594094603e-05,6.228696532603914e-05,9.023698898337281e-05,7.07240359990621e-05,0.00014342125779075927,4.177713505262312e-05,0.000204608448500039,0.0001452981490184714,0
doxycycline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4969217238346535e-05,4.5093795093795094e-05,4.19041233657392e-05,9.705882352941177e-05,5.283320461243483e-05,8.119712284926646e-05,0,0,0,0.00013945603430618445,6.706008583690988e-05,6.641870350690754e-05,0.00013095816575857522,8.443093549476529e-05,0,0.000125549278091651,0.00013596301805908796,0.00011534025374855825,0,5.953798523457966e-05,4.283572499464554e-05,0,7.008690776562938e-05,4.0916530278232396e-05,7.024265644955302e-05,3.565062388591802e-05,0,2.7573275980919302e-05,7.790783191852709e-05,0,0.0001298211459217319,0,3.94524006785813e-05,0,0.0001013670953493286,6.808993545641534e-05,0.00021432753592478797,7.345637275770251e-05,0.0001736659158829168,0.00011504866334822918,0.0001202971284938498,0.00014078801732892633,8.712842937441871e-05,0.00013526320128814706,0.00015699043472945355,0.00014102288542011272,0.00024706978383754456
economics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.634819532908705e-05,3.2e-05,0,0,0,0.000702576112412178,0.0002480640220884834,0.0007396980486323866,0.0012081510839134512,0.0016730071412199314,0.0006338000911726001,0.0008272854017534869,0.0006807708420611647,0.0008182835160236289,0.000583209994332522,0.000829069687201175,0.0007183298507777708,5.953798523457967e-05,0.0005891635651125653,0.0005182943443121749,0.00025363614624824844,0.0010958777099642836,0.0006431254865658355,0.001204132717032614,0.0009410955541633437,0.0007245537277722244,0.0004798930554969647,0.001143435518633241,0.0007207745734315782,0.0011598894895343207,0.0009030100797422997,0.0007234918803720618,0.0007896049453591635,0.0003668099876902821,0.0009943853575945724,0.001629025856886936,0.001435979579067478,0.0013756746186750712,0.0012913808453366542,0.0009517022509913696,0.00022719320964935,0.0012237976663980006,0.0010307205131303808,0.0009200799280527773,0.00017005822332391766
edema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.699235344095159e-05,0,0.0002608582235554976,0,0,0,0,0.0003367003367003367,0,0,0,0,0,0,0,8.488144021604285e-05,8.135703534963186e-05,0.00011019283746556476,0,1.9221158651443506e-05,0.0001320240043644299,1.911972773507705e-05,5.064721813490286e-05,7.652057310265415e-05,0.00013235653235653234,3.822191644689064e-05,0.00011037527593818985,8.60067085232648e-05,0,6.47123535883e-05,0.0001398031346987908,0.00013000947550303776,6.251172094767767e-05,0.00012509951097463892,0,5.7501006267609686e-05,0.0001691296666021614,0,7.20876585928489e-05,0,0,0.00010486953402050477,9.590239475296948e-05,7.569386038687975e-05,7.501363884342608e-05,4.50755014649538e-05,0,7.026419336706015e-05,0,0,0,0,2.371916508538898e-05,0,0,3.987240829346093e-05,4.531448250860975e-05,0,0,0,0,7.135969141755063e-05,0,0,0,0,4.373313482832418e-05,6.0849458439819865e-05
enzyme-linked immunosorbent assay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022002200220022004,0,5.9608965188364334e-05,0.000260101216530547,0.0006153194815968011,0.0008319239751775764,0.000887036911114701,0.001219563273401758,0.0010817060433358917,0.001168425371211749,0.0009149961116978804,0.0017218821401208185,0.0008966341693389272,0.0008331190569019022,0.0006797354605823135,0.0005014712483712361,0.0004852272579470809,0.0004459657243527727,0.0007531819573035723,0.00031622418552459855,0.0005507902251033262,0.00036774544464066435,0.00036697826071489337,0.0004242600302836127,0.000706239725441441,0.00045688157873558,0.0001605360457857183,0.0005199449340249415,0.00039246734215628667,0.00039169315313106163,0.0004952644135705178,0.000501587347376788,0.00015508390861697819,0.00017797997409352523,0.00034447047945310833,0.00024655775666692395,0.00029117761400712763,0.00011435841139020573,8.449381943357848e-05
enzymology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007041847041847041,0.0007396828019814057,0.0006517362205035609,0.00016724775016389536,7.995522507395855e-05,0.00020513255807373454,0.00041795871047044367,0.0008121212121212123,2.135930624973301e-05,5.912961210974456e-05,0.00016848760439873453,0.00013010668748373666,0,0.0005023322569070685,0.0004768717215069145,6.641870350690754e-05,4.0941658137154556e-05,0.0003772822921759092,0.00032583903551645487,0,0.00010160872606287456,0.0009219505232744287,0.00014352350197344816,5.327082889409761e-05,0.00010658830985509749,0.00019648295510364477,0.00013279624629277146,0,2.8380871292748697e-05,0.000196078431372549,0,0.0003359114346375493,3.9732994278448824e-05,0.00011009174311926603,0.00010086339062373922,0.0002395268780184422,0,3.453396415374521e-05,4.5568466621098194e-05,0,0.00013903371567605146,8.299616142753395e-05,0.0001258706050180415,9.64785335262904e-05,5.2459016393442634e-05,0,0.00014029180695847364,8.925343456254519e-05,0,3.0104160394966574e-05,0.0002628696604600219
