patient education as topic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5005500550054984e-05,0,9.754194303550527e-05,0,4.2647560559536e-05,6.754474839581224e-05,0,5.538938739337543e-05,0,7.20876585928489e-05,7.176175098672405e-05,0,0.0002807154531292462,6.80133306128001e-05,9.812167087188114e-05,8.865248226950355e-05,3.331667499583542e-05,0,8.197489226157018e-05,0,8.74125874125874e-05,5.3966540744738264e-05,4.409171075837741e-05,3.8402457757296474e-05,0.00018973018144517734,4.672242209036116e-05,0.00016766858872122031,0.0002514953779227841,0.00015486811107249065,4.764594452321396e-05,0.00011887779362815025,9.351723815978197e-05,0.00011879923355333193,0.00021461787009612827,5.827505827505827e-05,3.389370932754881e-05,5.447892510458789e-05,4.918620256751978e-05,0
education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010416666666666667,0.001201923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004329004329004329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012404382881951624,0,0.0004593477262287551,0,0.0012345679012345679,0.0068322981366459624,0.0010638297872340426,0,6.148548942449583e-05,0,0,0,0,0,0,0,0,0,0,0,8.612506124448802e-05,5.333333333333335e-05,0,4.139072847682118e-05,5.912961210974456e-05,0,3.143171460003144e-05,0.0001957138663274293,4.665049449524164e-05,4.620431548306611e-05,0,8.709717556302101e-05,0,6.725854183481303e-05,0,0.00012141079341953502,0.0004544910895825858,5.3270828894097596e-05,0.000567248843110912,2.2104332449160042e-05,0.00012067137163125754,0.000118580632621463,0,2.5300442757748272e-05,9.746323596076083e-05,7.176437453962478e-05,0.0003093060785368478,0.0001032436812253326,0.00017094017094017097,0.00025275343112155256,0.0002834126378158739,0.000152280486813029,0,0.00022958985248588816,0.00032672923183872096,7.098355911565407e-05,0.0002682838879576459,0.00016552689575589037,0.0003869846000993542,0.00020768236322431057,6.237006237006238e-05,0.0001220173535791757,0.0001660293282774725,0.00013829994638592388,0.00022362175976633808
educational status,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8500018500018495e-05,0,0,2.4207213749697406e-05,0,0,0,0,0,0,0,3.7908942719587564e-05,6.754474839581224e-05,4.6548433645207825e-05,0.00011770244821092278,0,0,5.6654013936887434e-05,0.00013073549257759787,0,0.0001294806162960321,8.566177615799147e-05,3.896812407450706e-05,0.00012097736235667273,0,0.00010761049782476227,6.213561149866883e-05,2.6488662852299214e-05,3.669724770642202e-05,2.5936300446104384e-05,0.00010560675883256531,0,8.203046328542756e-05,0.00013743804504674073,6.265219755538218e-05,8.73214376864012e-05,0.00011284170136116711,9.4108273417335e-05,6.160993309423438e-05,4.395214887018166e-05,0.00014923785671602213,0.00016551367208765097,6.689326568602818e-05,0.00019149807754542612,6.122332120285039e-05,2.1063274075322274e-05
health education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001353647379525383,0.0005142109113694519,0.0004533717648471747,0,0.000143854534294921,0.000317881352364111,0.000430597771023303,0.0003230323524002542,0.0002978757391729477,7.252636736377939e-05,0.0006930679262258209,0.00027722927174903976,0.00034056412585516804,0.00046326477610911915,0,0.00015453926345015455,0.00036696349936392997,0.000216164379254508,0,0,7.982561174050534e-05,0.00015450791222179722,0.0003675841163378551,0.00016895404449989603,0.00012141079341953502,6.331919204710948e-05,0.00027515673158119355,0.000297461159530125,0.00012138608629836699,0.000591768056335629,0.0003220581496476763,5.587484035759899e-05,7.758802445709469e-05,0.0002717334849138547,0.00020127725541738283,8.288388053783949e-05,0.00013652249890782,0,0.0001475659504596886,0.0004653429683889258,0.0003490945128960748,6.645401382243487e-05,0.00045386571614313765,0,1.9110958223445332e-05,0.00016705069751224804,7.663627355228734e-05,0.00011505216095380033,3.827311696264543e-05,6.71754852356859e-05,0.00019568919904447565,3.0899802241265664e-05,6.313799770193377e-05,0
sex education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
