optic atrophy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008116883116883117,0.0009627070177528893,0.0006091989034419738,0.00137574290116663,0.0009467168345673018,0.00035842293906810036,0.00022072618916234415,0.0001929570670525808,0.00034962590028669323,0.00017863522686673814,0.0002777006387114691,0.0004166666666666666,0.0005718229320713793,0,0.0010745240125035523,0.00038940809968847356,0,0,0.0001087311079699902,0.00039316943707822216,0,0,0.00012680510800811552,0.00016130619281629985,7.585239124663405e-05,0.00015016665606072032,0.00010561042598857723,8.042205494434795e-05,0,7.730034642760518e-05,3.941974140649638e-05,0.00014453905182382004,0,0,0,0.0001072961373390558,6.25117209476777e-05,0.0001322074377345616,0.0003394265507621488,0,0,0.00011826783114992726,6.784720808738721e-05,8.970218873340509e-05,9.220375353098468e-05,5.1853772361939325e-05,0,0,4.307003187182357e-05,0,4.127966976264191e-05,0,0,0,0,0,0,4.1425020712510345e-05,0,0,0,2.3546032493524836e-05,0,0,3.289040915668992e-05,6.557377049180328e-05,0,0,0,0.00017674089784376103,0,0
optic nerve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008116883116883117,0.0011920648159180268,0.0008528784648187634,0.0023558832880866782,0.0006823913365969442,0.0012405157566447891,0,0.0003859141341051616,0.0009559183438426766,0.00017863522686673816,0.0010589255014823078,0.0014237100348211459,0.00027605244996549346,0.0004973749654600718,0.001300973287865871,0,0,0.00045692353384661083,0,0.0002001709568171736,0,0,0.00011934598400763814,8.672513209718293e-05,2.578981302385557e-05,2.5867866935692496e-05,2.487933522416281e-05,3.791325447376403e-05,6.4e-05,0,8.298892927683449e-05,0,0,0,5.665401393688744e-05,8.94134477825465e-05,0,0,0,0,0,4.548762736535664e-05,0,0,0,0.00010370754472387866,0,0,0.00016486514031522216,0,0,0,4.549590536851682e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.0983606557377056e-05,0,0,0,0,2.55885363357216e-05,0
optic neuritis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009938837920489296,0.00047382136934375743,0,0,0.0002932551319648094,0,0,0,0,0.00024067388688327315,0,0,0.000303951367781155,0,0,0,0,0.0001270062096266799,0.00023574837630515634,0,0,0.00013031528400834016,0,0,7.025251726928465e-05,4.674299345145741e-05,7.599884192240881e-05,6.533333333333333e-05,0,3.941974140649638e-05,0,0,3.54874197097129e-05,0,5.364806866952791e-05,0.0003775261432947249,0,0.000275606696579341,0,0,0.00015920669577874818,0.0004649616782304496,0,0.00011652993820583847,6.157635467980294e-05,0,0.0001475947822358548,5.455537370430988e-05,0.00012454090415109904,0,0,0.0001502562137828648,2.6488662852299204e-05,0,9.798157946306095e-05,0.00019635343618513328,2.8568979801731273e-05,3.971405877680698e-05,0,8.9054764632305e-05,3.8417210910487895e-05,0.00011211262524859858,0.00013644947353095378,0.00014816806870097073,0.00012886366820793048,0.00011912909683162914,5.688755688755688e-05,7.292991248410503e-05,1.9637877538195682e-05,6.29192922631669e-05,3.911750899702707e-05
vision disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.713211600429645e-05,6.545178958972061e-05,6.910894256918891e-05,7.234658268788834e-05,8.443781553025249e-05,0,0,0,6.358575679047893e-05,0,0,7.334066740007336e-05,9.804261994391147e-05,0.0002018189249948907,7.590708972218006e-05,0.00011784194365134946,5.0658561296859186e-05,0.00011404366243075923,8.560178051703475e-05,0,0,0,5.327082889409758e-05,9.414340448823208e-05,3.4006665306400066e-05,0,0,0,0,8.512777273316902e-05,0.00012686358227759502,4.3706293706293706e-05,7.23569244211446e-05,0,4.03225806451613e-05,2.8568979801731273e-05,4.1804272396638945e-05,0,0,4.293688278230999e-05,4.271861249946602e-05,0,0.00016891804741894128,0,0.0001498039823660485,2.9137529137529144e-05,0.000103940708604483,2.2092612230470145e-05,2.437003460544914e-05,2.7382256297918953e-05
visual acuity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.187309711040961e-05,0,3.631082062454612e-05,2.759381898454746e-05,3.941974140649638e-05,0,0,7.184157495890065e-05,8.94134477825465e-05,0.00015912074423045228,0.00010235414534288638,0.00010012515644555694,0,0,0.0001757258867693251,6.784720808738721e-05,0.00013508094303383355,0.0005141468122159014,0.0004217935997355884,0.0001122219955111202,4.9473111363973665e-05,3.8968124074507054e-05,8.120939530234884e-05,4.127966976264191e-05,2.810567734682406e-05,0.0001687484490032261,9.267247903611539e-05,7.23569244211446e-05,0.00017857656746545636,0.00020633538971547393,0.00012683946818163887,0.00014849712068102825,0.00012029175810339246,7.818969530897369e-05,7.36060847696743e-05,8.602871347969389e-05,2.2289586305278175e-05,0.00021667470654446053,5.702066999287243e-05,0.00011620772934800156,0.00018125169334846756,0.00016282471303525275,0.00022783496726644923,8.607082513834358e-05,8.83320661684492e-05
blindness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006944444444444444,0,0,0,0,0,0,0,0,0,0,0.0011337868480725624,0.0001926040061633282,0,0.00035842293906810036,0.0011238641798182688,0,0.00014684287812041116,0.0004593477262287551,0,0,0,0,0.00015984654731457802,0,0,0,0,0.00020063993738707406,0,0,7.290365538928123e-05,3.684055408193341e-05,6.279258823199617e-05,7.47293933697783e-05,2.5767882910740042e-05,0.00010994843797391569,6.772486772486773e-05,0,0.00010840428886786505,3.941974140649638e-05,0,0,0,0,0,0,0.00011919661481613922,3.910068426197458e-05,0,0,6.784720808738721e-05,5.9801459155603396e-05,0,0,0,0,3.8968124074507054e-05,3.331667499583543e-05,0.00011204481792717088,0,0,0,0.00012453817094939602,0,7.331378299120233e-05,0,0,6.645401382243487e-05,6.905064001311962e-05,7.317563982950076e-05,2.9048656499636893e-05,3.962593120938341e-05,7.402445027592615e-05,5.4739843193157534e-05,0,0,0,6.906261974567132e-05,0,0
"eye infections, bacterial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002232142857142857,0.0030460906655981504,0.001011426384560713,0.0006500385208012326,0.0010222384054159755,0.0004992319508448541,0.0011523627018605496,0.0005847183850078207,0.0002447381302006853,0.0005464136351217872,0.0002777006387114691,0.000308641975308642,0,0.0005932896890343699,0,0,0,0.0008085008085008085,0,9.088843444671665e-05,0.00010508617065994118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.623031938821415e-05,7.578628268283443e-05,5.201019399802361e-05,0.000410257731444699,0.00015387413096087406,0.00010946907498631636,0.00010935143288084464,2.810567734682406e-05,0.00010036672457054624,0.0003194116319371874,0,0.0003266325730093846,0.00026750948910836706,3.452085059375864e-05,4.412673197423e-05,0.0002718222365009397,0.0001953892352312416,0.0004905742491446769,0.000252158476559348,0.00019999788043977744,0.00038086221738934864,0.00027226044932463514,0.00021503948850786202,0.00028436423090156453,0.00040424911191012486,0.0004935250890573867,0.00019768089708618422,0.00012255988654084787
eye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002192982456140351,0,0,0,0,0,0,0,0.002777777777777778,0,0,0.008130081300813007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016339869281045754,0,0,0,0,0.0018696581196581195,0.0028273809523809523,0.0036831956605013105,0.001011426384560713,0.0003852080123266564,0.0017699019568178447,0.0021877763813247684,0.00022072618916234415,0.0005145521788068821,0.0014104320142153779,0.00047094741628503687,0.0018523558978007905,0.0012385248496359607,0.00027605244996549346,0.001565243267370927,0.0011651037226484797,0.0005062305295950156,0.0006682389937106918,0.00015400015400015405,8.80204207376111e-05,0.00010058799069201843,0.00024176687628953782,0,0,0,0.00013638843426077467,4.188130837207354e-05,0,3.791325447376403e-05,0,2.3426335886803935e-05,0,3.638745360599665e-05,8.364001338240214e-05,0.0001375137513751375,5.665401393688744e-05,0,0,0,0,8.797653958944282e-05,4.483902788987536e-05,0.0002361857574739671,0,0,0,5.6298381421534136e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.823926676314521e-05,2.7322404371584703e-05,0,0,0,0,1.9683489489016615e-05,4.212654815064454e-05
eye diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003280301787764475,0,0,0,0.0005217164471109952,0,0.0013231547372516536,0.0004593477262287551,0.0008165721162111054,0.0007787274453941121,0.0006142925397583784,0,0,0.0009735202492211838,0.0003369272237196765,0,8.401949252226516e-05,8.60069584278393e-05,0.0004905606307579455,0.0003381130653857926,0.0010719642093244164,0.00017194840400297563,0.0009956602059230345,0.000120100810772858,0.00017424704924704922,0.00028364133241367683,0.00010039215686274505,0.00012467625126723854,7.883948281299276e-05,0.00014513632063300937,0.0002201805480494005,5.000500050005003e-05,0.0002058998969157425,0,0.00023947792279354452,0.00013647219379051521,8.818342151675487e-05,3.910068426197458e-05,3.76647834274953e-05,0.00034520054989487306,7.689350249903885e-05,0.00012302014454866985,0.0002701592036772092,0.00028626037858263853,4.912073877591119e-05,0.00012593155619920578,9.011378692229754e-05,6.966213862765588e-05,7.656395891690011e-05,0.00010058873997810714,0.00012738853503184715,0.00010722972679494419,3.163555836760519e-05,7.348618459729572e-05,8.862105636299185e-05,8.035025569236919e-05,0,0,0,0.00012773722627737225,0,0.00013838170756858345,0.00010853835021707669,4.371584699453552e-05,2.662477701749248e-05,0,0,2.3053160588316656e-05,5.4202318346602396e-05,0
fundus oculi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003215951117543014,0.0002447381302006853,0,0,0.0003703703703703704,0,0,0,0,0,0,0,0,0.0002452010648731961,0,3.159158400202186e-05,3.684055408193341e-05,0.00011820330969267143,0,0.00014133376202341718,0.00011862968762177364,2.962962962962964e-05,0,3.599193780593146e-05,3.941974140649638e-05,0,5.238619100005237e-05,0,0,0,0,0,0,0,0,0.00013993486668023613,0.00011457758560905526,0.0001157683046227938,0.00041559027145932943,0,9.152525602335133e-05,0,3.331667499583543e-05,0.00017478344332564282,5.821890307556412e-05,3.6396724294813486e-05,0.00013197957716674292,0.00010793308148947656,7.065979288201512e-05,0,0,9.077499148984455e-05,0,3.884098500737979e-05,0,6.363039042777606e-05,5.200903471231574e-05,6.823317338208039e-05,2.8510334996436213e-05,0,3.237503237503237e-05,2.582377853527528e-05,2.1208907741251338e-05,8.670108465400175e-05,0
